source,route_name,uri,controller,action,csv_menu_key,resolved_layer,resolved_menu_key,content_exists,csv_match,module
csv,admin.banks.index,admin/banks,BankController,index,master-data.banks,1,master-data.banks,yes,yes,master-data
csv,admin.banks.audit,admin/banks/audit,BankController,audit,master-data.banks-audit,1,master-data.banks-audit,yes,yes,master-data
csv,admin.banks.print,admin/banks/print,BankController,print,master-data.banks-print,1,master-data.banks-print,yes,yes,master-data
csv,admin.branches.index,admin/branches,BranchController,index,master-data.branches,1,master-data.branches,yes,yes,master-data
csv,admin.branches.audit,admin/branches/audit,BranchController,audit,master-data.branches-audit,1,master-data.branches-audit,yes,yes,master-data
csv,admin.branches.print,admin/branches/print,BranchController,print,master-data.branches-print,1,master-data.branches-print,yes,yes,master-data
csv,admin.customers.index,admin/customers,CustomerController,index,master-data.customers,1,master-data.customers,yes,yes,master-data
csv,admin.customers.audit,admin/customers/audit,CustomerController,audit,master-data.customers-audit,1,master-data.customers-audit,yes,yes,master-data
csv,admin.customers.print,admin/customers/print,CustomerController,print,master-data.customers-print,1,master-data.customers-print,yes,yes,master-data
csv,admin.employees.index,admin/employees,EmployeeController,index,master-data.employees,1,master-data.employees,yes,yes,master-data
csv,admin.employees.account,admin/employees/{employee}/account,EmployeeController,account,master-data.employees-account,1,master-data.employees-account,yes,yes,master-data
csv,admin.employees.audit,admin/employees/audit,EmployeeController,audit,master-data.employees-audit,1,master-data.employees-audit,yes,yes,master-data
csv,admin.employees.print,admin/employees/print,EmployeeController,print,master-data.employees-print,1,master-data.employees-print,yes,yes,master-data
csv,admin.ledgers.index,admin/ledgers,LedgerController,index,master-data.ledgers,1,master-data.ledgers,yes,yes,master-data
csv,admin.ledgers.audit,admin/ledgers/audit,LedgerController,audit,master-data.ledgers-audit,1,master-data.ledgers-audit,yes,yes,master-data
csv,admin.ledgers.print,admin/ledgers/print,LedgerController,print,master-data.ledgers-print,1,master-data.ledgers-print,yes,yes,master-data
csv,admin.product-categories.index,admin/product-categories,ProductCategoryController,index,master-data.product-categories,1,master-data.product-categories,yes,yes,master-data
csv,admin.product-categories.audit,admin/product-categories/audit,ProductCategoryController,audit,master-data.product-categories-audit,1,master-data.product-categories-audit,yes,yes,master-data
csv,admin.product-groups.index,admin/product-groups,ProductGroupController,index,master-data.product-groups,1,master-data.product-groups,yes,yes,master-data
csv,admin.product-groups.audit,admin/product-groups/audit,ProductGroupController,audit,master-data.product-groups-audit,1,master-data.product-groups-audit,yes,yes,master-data
csv,admin.products.index,admin/products,ProductController,index,master-data.products,1,master-data.products,yes,yes,master-data
csv,admin.products.audit,admin/products/audit,ProductController,audit,master-data.products-audit,1,master-data.products-audit,yes,yes,master-data
csv,admin.products.priceHistory,admin/products/{product}/price-history,ProductController,priceHistory,master-data.products-price-history,1,master-data.products-price-history,yes,yes,master-data
csv,admin.products.print,admin/products/print,ProductController,print,master-data.products-print,1,master-data.products-print,yes,yes,master-data
csv,admin.suppliers.index,admin/suppliers,SupplierController,index,master-data.suppliers,1,master-data.suppliers,yes,yes,master-data
csv,admin.suppliers.audit,admin/suppliers/audit,SupplierController,audit,master-data.suppliers-audit,1,master-data.suppliers-audit,yes,yes,master-data
csv,admin.suppliers.print,admin/suppliers/print,SupplierController,print,master-data.suppliers-print,1,master-data.suppliers-print,yes,yes,master-data
csv,admin.warehouses.index,admin/warehouses,WarehouseController,index,master-data.warehouses,1,master-data.warehouses,yes,yes,master-data
csv,admin.warehouses.audit,admin/warehouses/audit,WarehouseController,audit,master-data.warehouses-audit,1,master-data.warehouses-audit,yes,yes,master-data
csv,admin.warehouses.print,admin/warehouses/print,WarehouseController,print,master-data.warehouses-print,1,master-data.warehouses-print,yes,yes,master-data
csv,admin.damages.index,admin/damages,DamageController,index,inventory.damages,1,inventory.damages,yes,yes,inventory
csv,admin.damages.attachments.download,admin/damages/{id}/attachments/{attachmentId}/download,DamageController,downloadAttachment,inventory.damages-download-attachment,1,inventory.damages-download-attachment,yes,yes,inventory
csv,admin.damages.print,admin/damages/{id}/print,DamageController,print,inventory.damages-print,1,inventory.damages-print,yes,yes,inventory
csv,admin.damages.show,admin/damages/{id},DamageController,show,inventory.damages-show,1,inventory.damages-show,yes,yes,inventory
csv,admin.damages.attachments.view,admin/damages/{id}/attachments/{attachmentId}/view,DamageController,viewAttachment,inventory.damages-view-attachment,1,inventory.damages-view-attachment,yes,yes,inventory
csv,admin.stock-adjustments.index,admin/stock-adjustments,StockAdjustmentController,index,inventory.stock-adjustments,1,inventory.stock-adjustments,yes,yes,inventory
csv,admin.stock-adjustments.audit,admin/stock-adjustments/audit,StockAdjustmentController,audit,inventory.stock-adjustments-audit,1,inventory.stock-adjustments-audit,yes,yes,inventory
csv,admin.stock-adjustments.checklist,admin/stock-adjustments/checklist,StockAdjustmentController,checklist,inventory.stock-adjustments-checklist,1,inventory.stock-adjustments-checklist,yes,yes,inventory
csv,admin.stock-adjustments.print,admin/stock-adjustments/{id}/print,StockAdjustmentController,print,inventory.stock-adjustments-print,1,inventory.stock-adjustments-print,yes,yes,inventory
csv,admin.stock-adjustments.reconcile,admin/stock-adjustments/reconcile,StockAdjustmentController,reconcile,inventory.stock-adjustments-reconcile,1,inventory.stock-adjustments-reconcile,yes,yes,inventory
csv,admin.stock-adjustments.show,admin/stock-adjustments/{id},StockAdjustmentController,show,inventory.stock-adjustments-show,1,inventory.stock-adjustments-show,yes,yes,inventory
csv,admin.stock-take.index,admin/stock-take,StockTakeController,index,inventory.stock-take,1,inventory.stock-take,yes,yes,inventory
csv,admin.stock-take.abc-report,admin/stock-take/abc-report,StockTakeController,abcReport,inventory.stock-take-abc-report,1,inventory.stock-take-abc-report,yes,yes,inventory
csv,admin.stock-take.audit,admin/stock-take/audit,StockTakeController,audit,inventory.stock-take-audit,1,inventory.stock-take-audit,yes,yes,inventory
csv,admin.stock-take.checklist,admin/stock-take/checklist,StockTakeController,checklist,inventory.stock-take-checklist,1,inventory.stock-take-checklist,yes,yes,inventory
csv,admin.stock-take.count,admin/stock-take/{session}/warehouses/{warehouse}/count,StockTakeController,count,inventory.stock-take-count,1,inventory.stock-take-count,yes,yes,inventory
csv,admin.stock-take.health-summary,admin/stock-take/health-summary,StockTakeController,healthSummary,inventory.stock-take-health-summary,1,inventory.stock-take-health-summary,yes,yes,inventory
csv,admin.stock-take.setup,admin/stock-take/{session}/warehouses/{warehouse}/setup,StockTakeController,setupCounts,inventory.stock-take-setup,1,inventory.stock-take-setup,yes,yes,inventory
csv,admin.stock.transactions,admin/stock/transactions,StockTransactionController,index,inventory.stock-transactions,1,inventory.stock-transactions,yes,yes,inventory
csv,admin.stock.drift,admin/stock/drift,StockTransactionController,drift,inventory.stock-transactions-drift,1,inventory.stock-transactions-drift,yes,yes,inventory
csv,admin.stock.show,admin/stock/transactions/{id},StockTransactionController,show,inventory.stock-transactions-show,1,inventory.stock-transactions-show,yes,yes,inventory
csv,admin.stock.warehouse_stock,admin/stock/warehouse-stock,StockTransactionController,warehouseStock,inventory.stock-transactions-warehouse-stock,1,inventory.stock-transactions-warehouse-stock,yes,yes,inventory
csv,admin.warehouse-transfers.index,admin/warehouse-transfers,WarehouseTransferController,index,inventory.warehouse-transfers,1,inventory.warehouse-transfers,yes,yes,inventory
csv,admin.warehouse-transfers.audit,admin/warehouse-transfers/{id}/audit,WarehouseTransferController,audit,inventory.warehouse-transfers-audit,1,inventory.warehouse-transfers-audit,yes,yes,inventory
csv,admin.warehouse-transfers.checklist,admin/warehouse-transfers/checklist,WarehouseTransferController,checklist,inventory.warehouse-transfers-checklist,1,inventory.warehouse-transfers-checklist,yes,yes,inventory
csv,admin.warehouse-transfers.print,admin/warehouse-transfers/{id}/print,WarehouseTransferController,print,inventory.warehouse-transfers-print,1,inventory.warehouse-transfers-print,yes,yes,inventory
csv,admin.warehouse-transfers.reconcile,admin/warehouse-transfers/reconcile,WarehouseTransferController,reconcile,inventory.warehouse-transfers-reconcile,1,inventory.warehouse-transfers-reconcile,yes,yes,inventory
csv,admin.warehouse-transfers.summary,admin/warehouse-transfers/summary,WarehouseTransferController,summary,inventory.warehouse-transfers-summary,1,inventory.warehouse-transfers-summary,yes,yes,inventory
csv,admin.purchase-audit.checklist,admin/purchase-audit,PurchaseAuditController,checklist,purchasing.purchase-audit,1,purchasing.purchase-audit,yes,yes,purchasing
csv,admin.purchase-orders.index,admin/purchase-orders,PurchaseOrderController,index,purchasing.purchase-orders,1,purchasing.purchase-orders,yes,yes,purchasing
csv,admin.purchase-orders.audit,admin/purchase-orders/audit,PurchaseOrderController,audit,purchasing.purchase-orders-audit,1,purchasing.purchase-orders-audit,yes,yes,purchasing
csv,admin.purchase-receives.index,admin/purchase-receives,PurchaseReceiveController,index,purchasing.purchase-receives,1,purchasing.purchase-receives,yes,yes,purchasing
csv,admin.purchase-receives.audit,admin/purchase-receives/audit,PurchaseReceiveController,audit,purchasing.purchase-receives-audit,1,purchasing.purchase-receives-audit,yes,yes,purchasing
csv,admin.purchase-returns.index,admin/purchase-returns,PurchaseReturnController,index,purchasing.purchase-returns,1,purchasing.purchase-returns,yes,yes,purchasing
csv,admin.purchase-returns.audit,admin/purchase-returns/audit,PurchaseReturnController,audit,purchasing.purchase-returns-audit,1,purchasing.purchase-returns-audit,yes,yes,purchasing
csv,admin.purchase-returns.slip,admin/purchase-returns/{id}/slip,PurchaseReturnController,slip,purchasing.purchase-returns-slip,1,purchasing.purchase-returns-slip,yes,yes,purchasing
csv,admin.sales.cart,admin/sales/cart,SalesCartController,index,sales.cart,1,sales.cart,yes,yes,sales
csv,admin.sales-challans.index,admin/sales-challans,SalesChallanController,index,sales.challans,1,sales.challans,yes,yes,sales
csv,admin.sales-challans.blank-godown-form,admin/sales-challans/blank-godown/{invoiceId},SalesChallanController,blankGodownForm,sales.challans-blank-godown-form,1,sales.challans-blank-godown-form,yes,yes,sales
csv,admin.sales-challans.challan-form,admin/sales-challans/issue/{invoiceId},SalesChallanController,challanForm,sales.challans-challan-form,1,sales.challans-challan-form,yes,yes,sales
csv,admin.sales-challans.godown,admin/sales-challans/godown/{invoiceId},SalesChallanController,godown,sales.challans-godown,1,sales.challans-godown,yes,yes,sales
csv,admin.sales-challans.print-challan,admin/sales-challans/{id}/print-challan,SalesChallanController,printChallan,sales.challans-print-challan,1,sales.challans-print-challan,yes,yes,sales
csv,admin.commission-rules.index,admin/commission-rules,CommissionRuleController,index,sales.commission-rules,1,sales.commission-rules,yes,yes,sales
csv,admin.commission-rules.create,admin/commission-rules/create,CommissionRuleController,create,sales.commission-rules-create,1,sales.commission-rules-create,yes,yes,sales
csv,admin.commission-rules.show,admin/commission-rules/{id},CommissionRuleController,show,sales.commission-rules-show,1,sales.commission-rules-show,yes,yes,sales
csv,admin.customer-payments.index,admin/customer-payments,CustomerPaymentController,index,sales.customer-payments,1,sales.customer-payments,yes,yes,sales
csv,admin.customer-payments.audit,admin/customer-payments/audit,CustomerPaymentController,audit,sales.customer-payments-audit,1,sales.customer-payments-audit,yes,yes,sales
csv,admin.customer-payments.print-receipt,admin/customer-payments/{id}/print-receipt,CustomerPaymentController,printReceipt,sales.customer-payments-print-receipt,1,sales.customer-payments-print-receipt,yes,yes,sales
csv,admin.customer-payments.slip,admin/customer-payments/{id}/slip,CustomerPaymentController,slip,sales.customer-payments-slip,1,sales.customer-payments-slip,yes,yes,sales
csv,admin.sales.go-live-checklist,admin/sales/go-live-checklist,GoLiveChecklistController,index,sales.go-live-checklist,1,sales.go-live-checklist,yes,yes,sales
csv,admin.sales.guide,admin/sales/guide,SalesGuideController,guide,sales.guide,1,sales.guide,yes,yes,sales
csv,admin.sales-invoices.index,admin/sales-invoices,SalesInvoiceController,index,sales.invoices,1,sales.invoices,yes,yes,sales
csv,admin.sales.audit,admin/sales/audit,SalesInvoiceController,auditTrail,sales.invoices-audit,1,sales.invoices-audit,yes,yes,sales
csv,admin.sales-invoices.print-blank-godown,admin/sales-invoices/{id}/print-blank-godown,SalesInvoiceController,printBlankGodown,sales.invoices-print-blank-godown,1,sales.invoices-print-blank-godown,yes,yes,sales
csv,admin.sales-invoices.print-godown,admin/sales-invoices/{id}/print-godown,SalesInvoiceController,printGodown,sales.invoices-print-godown,1,sales.invoices-print-godown,yes,yes,sales
csv,admin.sales-invoices.print-invoice,admin/sales-invoices/{id}/print-invoice,SalesInvoiceController,printInvoice,sales.invoices-print-invoice,1,sales.invoices-print-invoice,yes,yes,sales
csv,admin.sales-invoices.receive-modal,admin/sales-invoices/{id}/receive-modal,SalesInvoiceController,receiveModal,sales.invoices-receive-modal,1,sales.invoices-receive-modal,yes,yes,sales
csv,admin.sales-returns.index,admin/sales-returns,SalesReturnController,index,sales.returns,1,sales.returns,yes,yes,sales
csv,admin.sales-returns.audit,admin/sales-returns/audit,SalesReturnController,audit,sales.returns-audit,1,sales.returns-audit,yes,yes,sales
csv,admin.sales-returns.print-slip,admin/sales-returns/{id}/print-slip,SalesReturnController,printSlip,sales.returns-print-slip,1,sales.returns-print-slip,yes,yes,sales
csv,admin.sales-returns.reverse-preview,admin/sales-returns/{id}/reverse-preview,SalesReturnController,reversePreview,sales.returns-reverse-preview,1,sales.returns-reverse-preview,yes,yes,sales
csv,admin.approvals.queue,admin/approvals,ApprovalController,queue,accounting.approvals,1,accounting.approvals,yes,yes,accounting
csv,admin.approvals.workflows,admin/approvals/workflows,ApprovalController,workflows,accounting.approvals-workflows,1,accounting.approvals-workflows,yes,yes,accounting
csv,admin.bank-reconciliation.index,admin/bank-reconciliation,BankReconciliationController,index,accounting.bank-reconciliation,1,accounting.bank-reconciliation,yes,yes,accounting
csv,admin.bank-reconciliation.create,admin/bank-reconciliation/create,BankReconciliationController,create,accounting.bank-reconciliation-create,1,accounting.bank-reconciliation-create,yes,yes,accounting
csv,admin.bank-reconciliation.import-statement-page,admin/bank-reconciliation/import-statement,BankReconciliationController,importStatementPage,accounting.bank-reconciliation-import-statement,1,accounting.bank-reconciliation-import-statement,yes,yes,accounting
csv,admin.bank-reconciliation.show,admin/bank-reconciliation/{bankReconciliation},BankReconciliationController,show,accounting.bank-reconciliation-show,1,accounting.bank-reconciliation-show,yes,yes,accounting
csv,admin.bank-reconciliation.unreconciled,admin/bank-reconciliation/unreconciled,BankReconciliationController,unreconciled,accounting.bank-reconciliation-unreconciled,1,accounting.bank-reconciliation-unreconciled,yes,yes,accounting
csv,admin.employee-transactions.index,admin/employee-transactions,EmployeeTransactionController,index,accounting.employee-transactions,1,accounting.employee-transactions,yes,yes,accounting
csv,admin.employee-transactions.audit,admin/employee-transactions/audit,EmployeeTransactionController,audit,accounting.employee-transactions-audit,1,accounting.employee-transactions-audit,yes,yes,accounting
csv,admin.employee-transactions.show,admin/employee-transactions/{id},EmployeeTransactionController,show,accounting.employee-transactions-show,1,accounting.employee-transactions-show,yes,yes,accounting
csv,admin.employee-transactions.slip,admin/employee-transactions/{id}/slip,EmployeeTransactionController,slip,accounting.employee-transactions-slip,1,accounting.employee-transactions-slip,yes,yes,accounting
csv,admin.manual-journals.index,admin/manual-journals,ManualJournalController,index,accounting.manual-journals,1,accounting.manual-journals,yes,yes,accounting
csv,admin.manual-journals.audit,admin/manual-journals/audit,ManualJournalController,audit,accounting.manual-journals-audit,1,accounting.manual-journals-audit,yes,yes,accounting
csv,admin.manual-journals.show,admin/manual-journals/{id},ManualJournalController,show,accounting.manual-journals-show,1,accounting.manual-journals-show,yes,yes,accounting
csv,admin.money-transfers.index,admin/money-transfers,MoneyTransferController,index,accounting.money-transfers,1,accounting.money-transfers,yes,yes,accounting
csv,admin.money-transfers.audit,admin/money-transfers/audit,MoneyTransferController,audit,accounting.money-transfers-audit,1,accounting.money-transfers-audit,yes,yes,accounting
csv,admin.money-transfers.show,admin/money-transfers/{id},MoneyTransferController,show,accounting.money-transfers-show,1,accounting.money-transfers-show,yes,yes,accounting
csv,admin.money-transfers.slip,admin/money-transfers/{id}/slip,MoneyTransferController,slip,accounting.money-transfers-slip,1,accounting.money-transfers-slip,yes,yes,accounting
csv,admin.other-expenses.index,admin/other-expenses,OtherExpenseController,index,accounting.other-expenses,1,accounting.other-expenses,yes,yes,accounting
csv,admin.other-expenses.audit,admin/other-expenses/audit,OtherExpenseController,audit,accounting.other-expenses-audit,1,accounting.other-expenses-audit,yes,yes,accounting
csv,admin.other-expenses.show,admin/other-expenses/{id},OtherExpenseController,show,accounting.other-expenses-show,1,accounting.other-expenses-show,yes,yes,accounting
csv,admin.other-expenses.slip,admin/other-expenses/{id}/slip,OtherExpenseController,slip,accounting.other-expenses-slip,1,accounting.other-expenses-slip,yes,yes,accounting
csv,admin.other-incomes.index,admin/other-incomes,OtherIncomeController,index,accounting.other-incomes,1,accounting.other-incomes,yes,yes,accounting
csv,admin.other-incomes.audit,admin/other-incomes/audit,OtherIncomeController,audit,accounting.other-incomes-audit,1,accounting.other-incomes-audit,yes,yes,accounting
csv,admin.other-incomes.show,admin/other-incomes/{id},OtherIncomeController,show,accounting.other-incomes-show,1,accounting.other-incomes-show,yes,yes,accounting
csv,admin.other-incomes.slip,admin/other-incomes/{id}/slip,OtherIncomeController,slip,accounting.other-incomes-slip,1,accounting.other-incomes-slip,yes,yes,accounting
csv,admin.accounting.period-close,admin/accounting/period-close,AccountingPeriodController,index,accounting.period-close,1,accounting.period-close,yes,yes,accounting
csv,admin.reconciliation.index,admin/reconciliation,ReconciliationController,index,accounting.reconciliation,1,accounting.reconciliation,yes,yes,accounting
csv,admin.reconciliation.section,admin/reconciliation/section/{sectionId},ReconciliationController,section,accounting.reconciliation-section,1,accounting.reconciliation-section,yes,yes,accounting
csv,admin.supplier-transactions.index,admin/supplier-transactions,SupplierTransactionController,index,accounting.supplier-transactions,1,accounting.supplier-transactions,yes,yes,accounting
csv,admin.supplier-transactions.audit,admin/supplier-transactions/audit,SupplierTransactionController,audit,accounting.supplier-transactions-audit,1,accounting.supplier-transactions-audit,yes,yes,accounting
csv,admin.supplier-transactions.show,admin/supplier-transactions/{id},SupplierTransactionController,show,accounting.supplier-transactions-show,1,accounting.supplier-transactions-show,yes,yes,accounting
csv,admin.supplier-transactions.slip,admin/supplier-transactions/{id}/slip,SupplierTransactionController,slip,accounting.supplier-transactions-slip,1,accounting.supplier-transactions-slip,yes,yes,accounting
csv,admin.branch-demands.index,admin/branch-demands,BranchDemandController,index,finance.branch-demand,1,finance.branch-demand,yes,yes,finance
csv,admin.branch-demands.audit,admin/branch-demands/{id}/audit,BranchDemandController,audit,finance.branch-demand-audit,1,finance.branch-demand-audit,yes,yes,finance
csv,admin.branch-demands.checklist,admin/branch-demands/checklist,BranchDemandController,checklist,finance.branch-demand-checklist,1,finance.branch-demand-checklist,yes,yes,finance
csv,admin.branch-demands.pending,admin/branch-demands/pending,BranchDemandController,pending,finance.branch-demand-pending,1,finance.branch-demand-pending,yes,yes,finance
csv,admin.branch-demands.pending-receipt,admin/branch-demands/pending-receipt,BranchDemandController,pendingReceipt,finance.branch-demand-pending-receipt,1,finance.branch-demand-pending-receipt,yes,yes,finance
csv,admin.branch-demands.price-range-comparison,admin/branch-demands/price-range-comparison,BranchDemandController,priceRangeComparison,finance.branch-demand-price-range-comparison,1,finance.branch-demand-price-range-comparison,yes,yes,finance
csv,admin.branch-demands.reconcile,admin/branch-demands/reconcile,BranchDemandController,reconcile,finance.branch-demand-reconcile,1,finance.branch-demand-reconcile,yes,yes,finance
csv,admin.branch-demand-shadow.index,admin/branch-demand-shadow,BranchDemandShadowController,index,finance.branch-demand-shadow,1,finance.branch-demand-shadow,yes,yes,finance
csv,admin.branch-demand-shadow.detail,admin/branch-demand-shadow/comparisons/{id},BranchDemandShadowController,comparisonDetail,finance.branch-demand-shadow-comparison-detail,1,finance.branch-demand-shadow-comparison-detail,yes,yes,finance
csv,admin.branch-demand-shadow.comparisons,admin/branch-demand-shadow/comparisons,BranchDemandShadowController,comparisons,finance.branch-demand-shadow-comparisons,1,finance.branch-demand-shadow-comparisons,yes,yes,finance
csv,admin.branch-demand-shadow.cutover,admin/branch-demand-shadow/cutover,BranchDemandShadowController,cutover,finance.branch-demand-shadow-cutover,1,finance.branch-demand-shadow-cutover,yes,yes,finance
csv,admin.branch-demands.weekly-report,admin/branch-demands/weekly-report,BranchDemandReportController,weekly,finance.branch-demand-weekly-report,1,finance.branch-demand-weekly-report,yes,yes,finance
csv,admin.branch-demands.weekly-report.drill-down,admin/branch-demands/weekly-report/drill-down,BranchDemandReportController,drillDown,finance.branch-demand-weekly-report-drill-down,1,finance.branch-demand-weekly-report-drill-down,yes,yes,finance
csv,admin.budgets.index,admin/budgets,BudgetController,index,finance.budgets,1,finance.budgets,yes,yes,finance
csv,admin.budgets.variance,admin/budgets/variance,BudgetController,varianceReport,finance.budgets-variance,1,finance.budgets-variance,yes,yes,finance
csv,admin.consolidation.index,admin/consolidation,ConsolidationController,index,finance.consolidation,1,finance.consolidation,yes,yes,finance
csv,admin.consolidation.companies,admin/consolidation/companies,ConsolidationController,companiesIndex,finance.consolidation-companies,1,finance.consolidation-companies,yes,yes,finance
csv,admin.consolidation.consolidated-bs,admin/consolidation/consolidated-bs,ConsolidationController,consolidatedBalanceSheet,finance.consolidation-consolidated-bs,1,finance.consolidation-consolidated-bs,yes,yes,finance
csv,admin.consolidation.consolidated-pnl,admin/consolidation/consolidated-pnl,ConsolidationController,consolidatedProfitAndLoss,finance.consolidation-consolidated-pnl,1,finance.consolidation-consolidated-pnl,yes,yes,finance
csv,admin.consolidation.consolidated-tb,admin/consolidation/consolidated-tb,ConsolidationController,consolidatedTrialBalance,finance.consolidation-consolidated-tb,1,finance.consolidation-consolidated-tb,yes,yes,finance
csv,admin.consolidation.create,admin/consolidation/create,ConsolidationController,create,finance.consolidation-create,1,finance.consolidation-create,yes,yes,finance
csv,admin.consolidation.reconciliation,admin/consolidation/reconciliation,ConsolidationController,intercompanyReconciliation,finance.consolidation-intercompany-reconciliation,1,finance.consolidation-intercompany-reconciliation,yes,yes,finance
csv,admin.consolidation.rules,admin/consolidation/rules,ConsolidationController,rulesIndex,finance.consolidation-rules,1,finance.consolidation-rules,yes,yes,finance
csv,admin.consolidation.show,admin/consolidation/{consolidationRun},ConsolidationController,show,finance.consolidation-show,1,finance.consolidation-show,yes,yes,finance
csv,admin.dimensions.index,admin/dimensions,DimensionController,index,finance.dimensions,1,finance.dimensions,yes,yes,finance
csv,admin.dimensions.segment-bs,admin/dimensions/segment-bs,DimensionController,segmentBs,finance.dimensions-segment-bs,1,finance.dimensions-segment-bs,yes,yes,finance
csv,admin.dimensions.segment-pnl,admin/dimensions/segment-pnl,DimensionController,segmentPnl,finance.dimensions-segment-pnl,1,finance.dimensions-segment-pnl,yes,yes,finance
csv,admin.fiscal-years.index,admin/fiscal-years,FiscalYearController,index,finance.fiscal-years,1,finance.fiscal-years,yes,yes,finance
csv,admin.fiscal-years.close-log,admin/fiscal-years/close-log,FiscalYearController,closeLog,finance.fiscal-years-close-log,1,finance.fiscal-years-close-log,yes,yes,finance
csv,admin.fixed-assets.index,admin/fixed-assets,FixedAssetController,index,finance.fixed-assets,1,finance.fixed-assets,yes,yes,finance
csv,admin.fixed-assets.depreciation,admin/fixed-assets/depreciation,FixedAssetController,depreciation,finance.fixed-assets-depreciation,1,finance.fixed-assets-depreciation,yes,yes,finance
csv,admin.fixed-assets.disposals,admin/fixed-assets/disposals,FixedAssetController,disposals,finance.fixed-assets-disposals,1,finance.fixed-assets-disposals,yes,yes,finance
csv,admin.fixed-assets.show-disposal,admin/fixed-assets/disposals/{disposal},FixedAssetController,showDisposal,finance.fixed-assets-show-disposal,1,finance.fixed-assets-show-disposal,yes,yes,finance
csv,admin.shadow-mode.index,admin/shadow-mode,ShadowModeController,index,finance.shadow-mode,1,finance.shadow-mode,yes,yes,finance
csv,admin.shadow-mode.detail,admin/shadow-mode/comparisons/{id},ShadowModeController,comparisonDetail,finance.shadow-mode-comparison-detail,1,finance.shadow-mode-comparison-detail,yes,yes,finance
csv,admin.shadow-mode.comparisons,admin/shadow-mode/comparisons,ShadowModeController,comparisons,finance.shadow-mode-comparisons,1,finance.shadow-mode-comparisons,yes,yes,finance
csv,admin.shadow-mode.cutover,admin/shadow-mode/cutover,ShadowModeController,cutover,finance.shadow-mode-cutover,1,finance.shadow-mode-cutover,yes,yes,finance
csv,admin.branch-demands.index,admin/branch-demands,BranchDemandController,index,inventory.branch-demand,1,finance.branch-demand,yes,expected-alias,finance
csv,admin.sales-invoices.export-csv,admin/sales-invoices/export-csv,CsvExportController,exportInvoices,reports.csv-export,1,reports.csv-export,yes,yes,reports
